"LogServer Log Report"
"License Number: 20231112"
"Address: Khulna"
"Phone Number: "
"Log Report: 2023-12-01T18:29:00 to 2023-12-01T18:33:59"
DateTime,"Router IP",User,Protocol,Mac,"Src IP",Port,"Destination IP",Port,"NAT IP",Port
"01-12-2023 12:29 pm",103.102.247.53,"rubel@cng ",TCP," 50:0f:f5:ee:a6:e9",10.7.1.126,48286,31.13.79.18,443," 163.47.158.129",48286
"01-12-2023 12:29 pm",103.102.247.53,"mahabur_rahman@cng ",TCP," bc:62:ce:f7:26:64",10.7.1.64,56872,23.212.99.169,443," 163.47.158.129",56872
"01-12-2023 12:29 pm",103.102.247.53,"farok@cng ",TCP," c0:25:2f:8a:79:77",10.7.1.159,42846,157.240.7.20,443," 163.47.158.129",42846
"01-12-2023 12:29 pm",103.102.247.53,"asif@cng ",TCP," bc:62:ce:d8:7e:9c",10.7.1.92,5663,192.81.241.171,80," 163.47.158.129",5663
"01-12-2023 12:29 pm",103.102.247.53,"shahinur_rahman@cng ",TCP," 04:5e:a4:33:30:26",10.7.1.238,47930,8.8.8.8,443," 163.47.158.129",47930
"01-12-2023 12:29 pm",103.102.247.53,"tumpa@cng ",TCP," bc:e0:01:49:3e:8c",10.7.1.236,48212,157.240.235.34,443," 163.47.158.129",48212
"01-12-2023 12:29 pm",103.102.247.53,"abu_saide@cng ",TCP," d8:32:14:26:10:18",10.7.1.140,39442,83.229.89.3,5223," 163.47.158.129",39442
"01-12-2023 12:29 pm",103.102.247.53,"ibrahim@cng ",TCP," bc:62:ce:d8:99:54",10.7.1.78,57834,157.240.7.20,443," 163.47.158.129",57834
"01-12-2023 12:29 pm",103.102.247.53,"opu@cng ",TCP," 48:22:54:94:0b:4b",10.7.1.23,59912,34.192.129.245,443," 163.47.158.129",59912
"01-12-2023 12:29 pm",103.102.247.53,"kayrul@cng ",TCP," 78:8c:b5:25:48:4f",10.7.1.213,58762,142.250.193.163,80," 163.47.158.129",58762
"01-12-2023 12:29 pm",103.102.247.53,"opu@cng ",TCP," 48:22:54:94:0b:4b",10.7.1.23,34262,71.18.1.248,443," 163.47.158.129",34262
"01-12-2023 12:29 pm",103.102.247.53,"shumon_hossen@cng ",TCP," bc:62:ce:f7:17:5a",10.7.1.157,53158,142.250.207.194,443," 163.47.158.129",53158
"01-12-2023 12:29 pm",103.102.247.53,"emamul@cng ",TCP," 50:0f:f5:fd:b1:90",10.7.1.124,39486,202.63.36.132,80," 163.47.158.129",39486
"01-12-2023 12:29 pm",103.102.247.53,"mofizur_rahman@cng ",TCP," cc:2d:21:83:8f:cf",10.7.1.145,40228,157.240.235.34,443," 163.47.158.129",40228
"01-12-2023 12:29 pm",103.102.247.53,"emamul@cng ",TCP," 50:0f:f5:fd:b1:90",10.7.1.124,48904,202.63.49.9,160," 163.47.158.129",48904
"01-12-2023 12:29 pm",103.102.247.53,"emamul@cng ",TCP," 50:0f:f5:fd:b1:90",10.7.1.124,58838,164.90.66.251,160," 163.47.158.129",58838
"01-12-2023 12:29 pm",103.102.247.53,"asif@cng ",TCP," bc:62:ce:d8:7e:9c",10.7.1.92,5663,192.81.241.171,80," 163.47.158.129",5663
"01-12-2023 12:29 pm",103.102.247.53,"emamul@cng ",TCP," 50:0f:f5:fd:b1:90",10.7.1.124,39486,202.63.36.132,80," 163.47.158.129",39486
"01-12-2023 12:29 pm",103.102.247.53,"farok@cng ",TCP," c0:25:2f:8a:79:77",10.7.1.159,46350,31.13.79.18,443," 163.47.158.129",46350
"01-12-2023 12:29 pm",103.102.247.53,"shumon_hossen@cng ",TCP," bc:62:ce:f7:17:5a",10.7.1.157,12831,172.217.160.130,443," 163.47.158.129",12831
"01-12-2023 12:29 pm",103.102.247.53,"zillur_rahaman ",TCP," 04:d4:c4:60:50:80",10.7.1.55,33290,34.102.215.99,443," 163.47.158.129",33290
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,60874,23.63.110.11,443," 163.47.158.129",60874
"01-12-2023 12:29 pm",103.102.247.53,"shanto@cng ",TCP," ac:15:a2:d5:7c:f3",10.7.1.65,38686,157.240.7.20,443," 163.47.158.129",38686
"01-12-2023 12:29 pm",103.102.247.53,"shahinur_rahman@cng ",TCP," 04:5e:a4:33:30:26",10.7.1.238,46614,35.244.141.111,443," 163.47.158.129",46614
"01-12-2023 12:29 pm",103.102.247.53,"shumon_hossen@cng ",TCP," bc:62:ce:f7:17:5a",10.7.1.157,43072,172.217.160.130,443," 163.47.158.129",43072
"01-12-2023 12:29 pm",103.102.247.53,"zillur_rahaman ",TCP," 04:d4:c4:60:50:80",10.7.1.55,58574,34.36.65.236,443," 163.47.158.129",58574
"01-12-2023 12:29 pm",103.102.247.53,"josem@cng ",TCP," 28:ee:52:fd:66:35",10.7.1.33,56145,20.39.59.149,443," 163.47.158.129",56145
"01-12-2023 12:29 pm",103.102.247.53,"tuhin@cng ",TCP," 50:0f:f5:ed:81:19",10.7.1.79,38618,142.250.182.74,443," 163.47.158.129",38618
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42646,172.217.160.130,443," 163.47.158.129",42646
"01-12-2023 12:29 pm",103.102.247.53,"mannan_molla ",TCP," 38:6b:1c:b2:0f:ef",10.7.1.160,37208,23.63.110.106,443," 163.47.158.129",37208
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42644,172.217.160.130,443," 163.47.158.129",42644
"01-12-2023 12:29 pm",103.102.247.53,"ikbal@cng ",TCP," 28:87:ba:41:95:6c",10.7.1.245,36726,8.8.8.8,443," 163.47.158.129",36726
"01-12-2023 12:29 pm",103.102.247.53,"opu@cng ",TCP," 48:22:54:94:0b:4b",10.7.1.23,35996,163.47.158.104,443," 172.16.16.30",35996
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42642,172.217.160.130,443," 163.47.158.129",42642
"01-12-2023 12:29 pm",103.102.247.53,"shumon_hossen@cng ",TCP," bc:62:ce:f7:17:5a",10.7.1.157,12687,169.136.73.164,947," 163.47.158.129",12687
"01-12-2023 12:29 pm",103.102.247.53,"mentu@cng ",TCP," c0:c9:e3:56:ea:5e",10.7.1.208,57753,216.58.196.174,443," 163.47.158.129",57753
"01-12-2023 12:29 pm",103.102.247.53,"Tarikul_Islam@cng ",TCP," bc:62:ce:d8:ef:3f",10.7.1.131,56704,23.58.120.89,443," 163.47.158.129",56704
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42652,172.217.160.130,443," 163.47.158.129",42652
"01-12-2023 12:29 pm",103.102.247.53,"opu@cng ",TCP," 48:22:54:94:0b:4b",10.7.1.23,34268,71.18.1.248,443," 163.47.158.129",34268
"01-12-2023 12:29 pm",103.102.247.53,"semol_hossen@cng ",TCP," 50:0f:f5:10:68:19",10.7.1.163,55510,154.85.74.169,443," 163.47.158.129",55510
"01-12-2023 12:29 pm",103.102.247.53,"opu@cng ",TCP," 48:22:54:94:0b:4b",10.7.1.23,34220,71.18.1.248,443," 163.47.158.129",34220
"01-12-2023 12:29 pm",103.102.247.53,"opu@cng ",TCP," 48:22:54:94:0b:4b",10.7.1.23,34270,71.18.1.248,443," 163.47.158.129",34270
"01-12-2023 12:29 pm",103.102.247.53,"sirazul@cng ",TCP," 50:0f:f5:1d:a0:39",10.7.1.132,36096,23.212.164.58,443," 163.47.158.129",36096
"01-12-2023 12:29 pm",103.102.247.53,"office-rtsagordari ",TCP," 50:0f:f5:0d:d6:5c",10.7.1.165,44698,129.227.29.114,80," 163.47.158.129",44698
"01-12-2023 12:29 pm",103.102.247.53,"emamul@cng ",TCP," 50:0f:f5:fd:b1:90",10.7.1.124,56560,202.63.52.12,16061," 163.47.158.129",56560
"01-12-2023 12:29 pm",103.102.247.53,"rubel@cng ",TCP," 50:0f:f5:ee:a6:e9",10.7.1.126,54938,157.240.7.35,443," 163.47.158.129",54938
"01-12-2023 12:29 pm",103.102.247.53,"shumon_hossen@cng ",TCP," bc:62:ce:f7:17:5a",10.7.1.157,53160,142.250.207.194,443," 163.47.158.129",53160
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42658,172.217.160.130,443," 163.47.158.129",42658
"01-12-2023 12:29 pm",103.102.247.53,"shanto@cng ",TCP," ac:15:a2:d5:7c:f3",10.7.1.65,38686,157.240.7.20,443," 163.47.158.129",38686
"01-12-2023 12:29 pm",103.102.247.53,"rubel@cng ",TCP," 50:0f:f5:ee:a6:e9",10.7.1.126,54810,157.240.7.20,443," 163.47.158.129",54810
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42656,172.217.160.130,443," 163.47.158.129",42656
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42622,172.217.160.130,443," 163.47.158.129",42622
"01-12-2023 12:29 pm",103.102.247.53,"farok@cng ",TCP," c0:25:2f:8a:79:77",10.7.1.159,49730,157.240.7.35,443," 163.47.158.129",49730
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42660,172.217.160.130,443," 163.47.158.129",42660
"01-12-2023 12:29 pm",103.102.247.53,"mehedi_hasan1@cng ",TCP," 38:6b:1c:14:9c:d1",10.7.1.161,41408,172.217.167.3,443," 163.47.158.129",41408
"01-12-2023 12:29 pm",103.102.247.53,"mehedi_hasan1@cng ",TCP," 38:6b:1c:14:9c:d1",10.7.1.161,37054,142.250.194.42,443," 163.47.158.129",37054
"01-12-2023 12:29 pm",103.102.247.53,"mohibur@cng ",TCP," b4:0f:3b:d6:49:39",10.7.1.66,43802,34.111.192.2,80," 163.47.158.129",43802
"01-12-2023 12:29 pm",103.102.247.53,"shamim@cng ",TCP," 50:0f:f5:d8:b3:f9",10.7.1.168,44080,164.90.99.101,5228," 163.47.158.129",44080
"01-12-2023 12:29 pm",103.102.247.53,"abu_saide@cng ",TCP," d8:32:14:26:10:18",10.7.1.140,36398,83.229.88.5,443," 163.47.158.129",36398
"01-12-2023 12:29 pm",103.102.247.53,"emamul@cng ",TCP," 50:0f:f5:fd:b1:90",10.7.1.124,58838,164.90.66.251,160," 163.47.158.129",58838
"01-12-2023 12:29 pm",103.102.247.53,"josem@cng ",TCP," 28:ee:52:fd:66:35",10.7.1.33,53355,31.13.79.18,443," 163.47.158.129",53355
"01-12-2023 12:29 pm",103.102.247.53,"sabbir_hossen@cng ",TCP," cc:2d:21:f0:e8:cf",10.7.1.105,53838,3.109.96.156,443," 163.47.158.129",53838
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42674,172.217.160.130,443," 163.47.158.129",42674
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,44804,23.63.110.49,443," 163.47.158.129",44804
"01-12-2023 12:29 pm",103.102.247.53,"kamruzzaman@cng ",TCP," b4:0f:3b:3d:4f:09",10.7.1.49,56314,169.136.79.32,443," 163.47.158.129",56314
"01-12-2023 12:29 pm",103.102.247.53,"shirajul@cng ",TCP," bc:62:ce:b2:00:17",10.7.1.234,44666,142.250.193.163,80," 163.47.158.129",44666
"01-12-2023 12:29 pm",103.102.247.53,"munna@cng ",TCP," a4:2b:b0:01:09:0d",10.7.1.164,46490,23.63.110.11,443," 163.47.158.129",46490
"01-12-2023 12:29 pm",103.102.247.53,"mahide@cng ",TCP," bc:62:ce:d8:f0:a8",10.7.1.99,54514,103.208.253.2,19002," 163.47.158.129",54514
"01-12-2023 12:29 pm",103.102.247.53,"ibrahim@cng ",TCP," bc:62:ce:d8:99:54",10.7.1.78,41648,157.240.7.35,443," 163.47.158.129",41648
"01-12-2023 12:29 pm",103.102.247.53,"shirajul@cng ",TCP," bc:62:ce:b2:00:17",10.7.1.234,44666,142.250.193.163,80," 163.47.158.129",44666
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42670,172.217.160.130,443," 163.47.158.129",42670
"01-12-2023 12:29 pm",103.102.247.53,"abu_said@cng ",TCP," 00:e0:4c:81:96:c3",10.7.1.103,42950,142.250.193.234,443," 163.47.158.129",42950
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42666,172.217.160.130,443," 163.47.158.129",42666
"01-12-2023 12:29 pm",103.102.247.53,"asif@cng ",TCP," bc:62:ce:d8:7e:9c",10.7.1.92,5664,192.81.241.170,80," 163.47.158.129",5664
"01-12-2023 12:29 pm",103.102.247.53,"kalam_gazi@cng ",TCP," 50:0f:f5:c2:33:f9",10.7.1.74,58112,157.240.7.35,443," 163.47.158.129",58112
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,41616,142.250.195.170,443," 163.47.158.129",41616
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,41616,142.250.195.170,443," 163.47.158.129",41616
"01-12-2023 12:29 pm",103.102.247.53,"babul_hossen@cng ",TCP," 50:0f:f5:fd:b0:a0",10.7.1.138,46742,34.102.164.249,443," 163.47.158.129",46742
"01-12-2023 12:29 pm",103.102.247.53,"sahin@cng ",TCP," b4:0f:3b:f5:e9:d9",10.7.1.167,58080,157.240.7.20,443," 163.47.158.129",58080
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,43074,23.63.110.97,443," 163.47.158.129",43074
"01-12-2023 12:29 pm",103.102.247.53,"kamruzzaman@cng ",TCP," b4:0f:3b:3d:4f:09",10.7.1.49,56314,169.136.79.32,443," 163.47.158.129",56314
"01-12-2023 12:29 pm",103.102.247.53,"mahide@cng ",TCP," bc:62:ce:d8:f0:a8",10.7.1.99,52905,23.57.76.47,443," 163.47.158.129",52905
"01-12-2023 12:29 pm",103.102.247.53,"tarikul@cng ",TCP," bc:62:ce:dd:f1:80",10.7.1.73,42788,109.200.199.110,443," 163.47.158.129",42788
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42664,172.217.160.130,443," 163.47.158.129",42664
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,44814,23.63.110.49,443," 163.47.158.129",44814
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,42966,23.63.110.17,443," 163.47.158.129",42966
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42664,172.217.160.130,443," 163.47.158.129",42664
"01-12-2023 12:29 pm",103.102.247.53,"kalam_gazi@cng ",TCP," 50:0f:f5:c2:33:f9",10.7.1.74,58112,157.240.7.35,443," 163.47.158.129",58112
"01-12-2023 12:29 pm",103.102.247.53,"ranojit_das@cng ",TCP," 9c:53:22:16:5e:92",10.7.1.200,34676,163.47.157.141,443," 172.16.16.30",34676
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42672,172.217.160.130,443," 163.47.158.129",42672
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,41616,142.250.195.170,443," 163.47.158.129",41616
"01-12-2023 12:29 pm",103.102.247.53,"shumon_hossen@cng ",TCP," bc:62:ce:f7:17:5a",10.7.1.157,43082,172.217.160.130,443," 163.47.158.129",43082
"01-12-2023 12:29 pm",103.102.247.53,"shahinur@cng ",TCP," 08:40:f3:3c:ee:d0",10.7.1.88,56102,157.240.7.20,443," 163.47.158.129",56102
"01-12-2023 12:29 pm",103.102.247.53,"zillur_rahaman ",TCP," 04:d4:c4:60:50:80",10.7.1.55,33284,34.102.215.99,443," 163.47.158.129",33284
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42668,172.217.160.130,443," 163.47.158.129",42668
"01-12-2023 12:29 pm",103.102.247.53,"hanifa@cng ",TCP," 9c:53:22:44:16:ef",10.7.1.18,39618,154.85.74.169,443," 163.47.158.129",39618
"01-12-2023 12:29 pm",103.102.247.53,"opu@cng ",TCP," 48:22:54:94:0b:4b",10.7.1.23,34258,71.18.1.248,443," 163.47.158.129",34258
"01-12-2023 12:29 pm",103.102.247.53,"farok@cng ",TCP," c0:25:2f:8a:79:77",10.7.1.159,49794,103.198.200.201,443," 163.47.158.129",49794
"01-12-2023 12:29 pm",103.102.247.53,"muttasin@cng ",TCP," 58:d9:d5:6f:54:92",10.7.1.89,44724,8.8.4.4,853," 163.47.158.129",44724
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,44796,23.63.110.49,443," 163.47.158.129",44796
"01-12-2023 12:29 pm",103.102.247.53,"zillur_rahaman ",TCP," 04:d4:c4:60:50:80",10.7.1.55,58574,34.36.65.236,443," 163.47.158.129",58574
"01-12-2023 12:29 pm",103.102.247.53,"rashed@cng ",TCP," d8:32:14:1d:28:a8",10.7.1.147,53204,83.229.90.11,5228," 163.47.158.129",53204
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,48668,164.90.100.111,443," 163.47.158.129",48668
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42670,172.217.160.130,443," 163.47.158.129",42670
"01-12-2023 12:29 pm",103.102.247.53,"muttasin@cng ",TCP," 58:d9:d5:6f:54:92",10.7.1.89,44724,8.8.4.4,853," 163.47.158.129",44724
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,42990,23.63.110.17,443," 163.47.158.129",42990
"01-12-2023 12:29 pm",103.102.247.53,"salim@cng ",TCP," 50:0f:f5:53:a6:87",10.7.1.77,41222,91.108.56.124,443," 163.47.158.129",41222
"01-12-2023 12:29 pm",103.102.247.53,"akash2@cng ",TCP," b6:92:f8:9b:94:29",10.7.1.184,12390,45.249.103.43,3373," 163.47.158.129",12390
"01-12-2023 12:29 pm",103.102.247.53,"mehedi_hasan1@cng ",TCP," 38:6b:1c:14:9c:d1",10.7.1.161,60522,157.240.7.20,443," 163.47.158.129",60522
"01-12-2023 12:29 pm",103.102.247.53,"asif@cng ",TCP," bc:62:ce:d8:7e:9c",10.7.1.92,5666,44.230.110.12,80," 163.47.158.129",5666
"01-12-2023 12:29 pm",103.102.247.53,"Jahid_hasan2@cng ",TCP," cc:2d:21:f0:e0:e7",10.7.1.40,38900,164.90.100.110,5223," 163.47.158.129",38900
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,35083,172.217.160.130,443," 163.47.158.129",35083
"01-12-2023 12:29 pm",103.102.247.53,"shahinur_rahman@cng ",TCP," 04:5e:a4:33:30:26",10.7.1.238,1957,23.58.120.27,443," 163.47.158.129",1957
"01-12-2023 12:29 pm",103.102.247.53,"jiarul@cng ",TCP," 50:0f:f5:ea:4d:e9",10.7.1.52,49194,164.90.117.67,443," 163.47.158.129",49194
"01-12-2023 12:29 pm",103.102.247.53,"sabbir_hossen@cng ",TCP," cc:2d:21:f0:e8:cf",10.7.1.105,53838,3.109.96.156,443," 163.47.158.129",53838
"01-12-2023 12:29 pm",103.102.247.53,"salam@cng ",TCP," 58:d9:d5:84:4e:7f",10.7.1.136,48860,23.57.76.39,443," 163.47.158.129",48860
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42684,172.217.160.130,443," 163.47.158.129",42684
"01-12-2023 12:29 pm",103.102.247.53,"tarikul@cng ",TCP," bc:62:ce:dd:f1:80",10.7.1.73,44543,169.136.160.57,946," 163.47.158.129",44543
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42680,172.217.160.130,443," 163.47.158.129",42680
"01-12-2023 12:29 pm",103.102.247.53,"aminur@cng ",TCP," 78:8c:b5:85:05:cf",10.7.1.249,37054,23.212.164.41,443," 163.47.158.129",37054
"01-12-2023 12:29 pm",103.102.247.53,"tarikul@cng ",TCP," bc:62:ce:dd:f1:80",10.7.1.73,40846,169.136.141.248,2971," 163.47.158.129",40846
"01-12-2023 12:29 pm",103.102.247.53,"jahid2@cng ",TCP," 50:0f:f5:ed:81:79",10.7.1.86,55656,31.13.79.35,443," 163.47.158.129",55656
"01-12-2023 12:29 pm",103.102.247.53,"shahinur1@cng ",TCP," 04:5e:a4:e7:b9:be",10.7.1.231,59566,23.58.120.82,443," 163.47.158.129",59566
"01-12-2023 12:29 pm",103.102.247.53,"salam@cng ",TCP," 58:d9:d5:84:4e:7f",10.7.1.136,35246,23.57.76.47,443," 163.47.158.129",35246
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42686,172.217.160.130,443," 163.47.158.129",42686
"01-12-2023 12:29 pm",103.102.247.53,"jahid2@cng ",TCP," 50:0f:f5:ed:81:79",10.7.1.86,55640,31.13.79.35,443," 163.47.158.129",55640
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42678,172.217.160.130,443," 163.47.158.129",42678
"01-12-2023 12:29 pm",103.102.247.53,"tarikul@cng ",TCP," bc:62:ce:dd:f1:80",10.7.1.73,41731,23.212.164.67,80," 163.47.158.129",41731
"01-12-2023 12:29 pm",103.102.247.53,"abdullah@cng ",TCP," 08:40:f3:a7:8e:39",10.7.1.169,17993,34.102.215.99,443," 163.47.158.129",17993
"01-12-2023 12:29 pm",103.102.247.53,"shanto@cng ",TCP," ac:15:a2:d5:7c:f3",10.7.1.65,44878,172.217.167.42,443," 163.47.158.129",44878
"01-12-2023 12:29 pm",103.102.247.53,"ziaur2@cng ",TCP," 58:d9:d5:98:79:e0",10.7.1.111,48290,142.250.194.170,443," 163.47.158.129",48290
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42686,172.217.160.130,443," 163.47.158.129",42686
"01-12-2023 12:29 pm",103.102.247.53,"jahid@cng ",TCP," 08:40:f3:66:d7:90",10.7.1.84,42694,172.217.160.130,443," 163.47.158.129",42694
"01-12-2023 12:29 pm",103.102.247.53,"kayrul@cng ",TCP," 78:8c:b5:25:48:4f",10.7.1.213,43898,34.102.215.99,443," 163.47.158.129",43898
"01-12-2023 12:29 pm",103.102.247.53,"mahide@cng ",TCP," bc:62:ce:d8:f0:a8",10.7.1.99,33620,52.77.121.183,443," 163.47.158.129",33620
"01-12-2023 12:29 pm",103.102.247.53,"yeasin@cng ",TCP," 50:0f:f5:15:6b:09",10.7.1.9,44576,169.136.79.34,443," 163.47.158.129",44576
"01-12-2023 12:29 pm",103.102.247.53,"sumon@cng ",TCP," bc:e0:01:7a:fe:0e",10.7.1.166,35960,34.96.106.127,443," 163.47.158.129",35960
"01-12-2023 12:29 pm",103.102.247.53,"kayrul@cng ",TCP," 78:8c:b5:25:48:4f",10.7.1.213,43900,34.102.215.99,443," 163.47.158.129",43900
"01-12-2023 12:29 pm",103.102.247.53,"mahide@cng ",TCP," bc:62:ce:d8:f0:a8",10.7.1.99,33618,52.77.121.183,443," 163.47.158.129",33618
"01-12-2023 12:29 pm",103.102.247.53,"sumon_khan2@cng ",TCP," b4:0f:3b:d2:aa:c9",10.7.1.170,22746,202.81.97.166,443," 163.47.158.129",22746
"01-12-2023 12:29 pm",103.102.247.53,"abu_saide@cng ",TCP," d8:32:14:26:10:18",10.7.1.140,47122,18.140.94.192,443," 163.47.158.129",47122
"01-12-2023 12:29 pm",103.102.247.53,"sabbir_hossen@cng ",TCP," cc:2d:21:f0:e8:cf",10.7.1.105,40656,95.179.216.114,443," 163.47.158.129",40656
"01-12-2023 12:29 pm",103.102.247.53,"semol_hossen@cng ",TCP," 50:0f:f5:10:68:19",10.7.1.163,6432,199.103.24.2,443," 163.47.158.129",6432
